City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,Month
Aizawl,2020-03-12,31.21,38.66,7.2,1.27,10.65,25.63,0.56,4.22,2.81,0.01,0.08,52.0,Satisfactory,3
Aizawl,2020-03-13,38.39,46.68,7.19,0.91,10.37,29.16,0.57,4.46,0.18,0.0,0.0,60.0,Satisfactory,3
Aizawl,2020-03-14,43.23,50.83,7.14,1.07,10.48,28.95,0.57,4.53,0.41,0.0,0.0,62.0,Satisfactory,3
Aizawl,2020-03-15,33.82,41.03,7.09,0.36,9.73,28.41,0.48,4.63,0.3,0.0,0.0,70.0,Satisfactory,3
Aizawl,2020-03-16,27.14,35.04,5.63,2.32,8.09,23.98,0.5,4.71,13.02,0.13,0.68,54.0,Satisfactory,3
Aizawl,2020-03-17,27.32,35.75,3.07,2.14,3.41,24.57,0.48,4.84,6.03,0.25,1.34,40.0,Good,3
Aizawl,2020-03-18,31.76,41.51,3.0,1.48,5.24,23.42,0.47,5.04,8.76,0.24,1.19,51.0,Satisfactory,3
Aizawl,2020-03-19,43.8,53.59,2.97,1.31,4.97,23.41,0.48,5.3,9.96,0.26,1.11,63.0,Satisfactory,3
Aizawl,2020-03-20,35.48,44.02,3.01,0.83,4.64,24.85,0.49,5.32,6.43,0.27,1.15,69.0,Satisfactory,3
Aizawl,2020-03-21,51.27,60.05,3.01,0.88,4.62,24.44,0.49,5.63,8.62,49.66,50.11,70.0,Satisfactory,3
Aizawl,2020-03-22,33.24,40.33,2.93,0.13,3.65,18.55,0.37,5.41,5.64,13.07,13.69,71.0,Satisfactory,3
Aizawl,2020-03-23,35.34,41.55,2.98,0.16,3.71,20.24,0.32,5.63,5.73,62.93,62.45,53.0,Satisfactory,3
Aizawl,2020-03-24,47.34,56.65,2.96,0.14,3.66,20.21,0.37,6.17,5.59,0.33,0.33,66.0,Satisfactory,3
Aizawl,2020-03-25,53.64,62.86,2.96,0.17,3.77,25.43,0.44,6.75,6.44,0.23,0.84,92.0,Satisfactory,3
Aizawl,2020-03-26,54.9,62.7,2.96,0.13,3.69,25.48,0.42,6.8,5.87,0.25,0.92,89.0,Satisfactory,3
Aizawl,2020-03-27,44.64,53.86,2.94,0.11,3.59,28.26,0.4,7.34,6.42,0.22,0.82,82.0,Satisfactory,3
Aizawl,2020-03-28,51.33,60.03,2.92,0.35,3.89,29.89,0.44,7.69,8.76,0.23,0.66,71.0,Satisfactory,3
Aizawl,2020-03-29,34.54,41.95,2.93,0.13,3.64,28.47,0.36,7.8,7.99,0.19,0.6,81.0,Satisfactory,3
Aizawl,2020-03-30,39.47,48.07,2.93,0.24,3.79,29.05,0.42,7.67,7.4,0.19,0.73,60.0,Satisfactory,3
Aizawl,2020-03-31,27.27,33.9,2.95,0.25,3.8,30.99,0.4,7.9,6.74,0.18,0.8,51.0,Satisfactory,3
Aizawl,2020-04-01,38.6,49.19,2.98,0.26,3.94,32.95,0.45,8.11,6.12,36.6,37.17,62.0,Satisfactory,4
Aizawl,2020-04-02,36.22,48.66,2.93,0.25,3.86,32.94,0.4,8.36,9.24,0.15,0.55,64.0,Satisfactory,4
Aizawl,2020-04-03,30.35,39.84,2.9,0.21,3.75,23.37,0.29,8.25,10.87,0.08,0.47,54.0,Satisfactory,4
Aizawl,2020-04-04,24.05,41.95,2.97,0.25,3.79,21.6,0.26,8.16,11.09,0.08,0.42,43.0,Good,4
Aizawl,2020-04-05,26.47,33.51,2.96,0.08,3.5,26.0,0.31,8.79,5.76,10.03,10.52,44.0,Good,4
Aizawl,2020-04-06,35.13,43.65,2.96,0.15,3.69,25.1,0.31,8.49,7.94,0.12,0.52,48.0,Good,4
Aizawl,2020-04-07,33.19,42.17,2.92,0.3,3.85,22.71,0.3,8.78,13.38,0.12,0.38,61.0,Satisfactory,4
Aizawl,2020-04-08,24.92,31.74,2.97,0.18,3.74,23.73,0.27,8.69,9.67,0.08,0.41,45.0,Good,4
Aizawl,2020-04-09,39.15,45.79,3.32,0.31,4.47,22.95,0.39,7.81,7.66,6.27,6.66,59.0,Satisfactory,4
Aizawl,2020-04-10,38.01,45.39,4.41,0.13,5.7,27.97,0.41,4.52,5.62,0.16,0.7,64.0,Satisfactory,4
Aizawl,2020-04-11,30.06,35.53,4.37,0.17,5.74,30.0,0.37,4.77,6.71,0.15,0.71,55.0,Satisfactory,4
Aizawl,2020-04-12,21.7,27.32,4.33,0.12,5.6,26.24,0.27,4.54,8.47,8.27,8.6,41.0,Good,4
Aizawl,2020-04-13,28.33,33.24,6.24,0.39,8.44,28.53,0.36,5.3,10.16,0.12,0.57,42.0,Good,4
Aizawl,2020-04-14,46.26,49.81,10.26,0.45,14.04,31.28,0.47,5.66,2.97,29.29,29.74,64.0,Satisfactory,4
Aizawl,2020-04-15,40.72,48.87,11.4,0.51,15.65,30.38,0.42,5.71,0.72,1.55,2.05,76.0,Satisfactory,4
Aizawl,2020-04-16,22.63,28.06,11.4,0.33,15.49,23.59,0.28,5.52,0.79,4.18,4.62,49.0,Good,4
Aizawl,2020-04-17,15.06,19.85,11.4,0.36,15.51,14.87,0.22,5.43,2.46,0.05,0.35,33.0,Good,4
Aizawl,2020-04-18,19.5,25.12,11.44,0.25,15.38,17.65,0.25,6.06,1.17,0.05,0.31,31.0,Good,4
Aizawl,2020-04-19,10.48,14.73,11.44,0.11,15.2,19.03,0.22,6.4,1.27,0.03,0.33,24.0,Good,4
Aizawl,2020-04-20,11.79,18.9,11.47,0.95,16.08,19.13,0.25,6.79,8.71,1.02,1.41,24.0,Good,4
Aizawl,2020-04-21,9.53,20.94,11.54,0.75,15.94,16.64,0.27,6.62,7.67,10.19,10.54,23.0,Good,4
Aizawl,2020-04-22,8.53,11.26,11.47,0.34,15.48,15.61,0.24,6.61,1.3,0.05,0.45,20.0,Good,4
Aizawl,2020-04-23,10.42,14.56,11.56,0.26,15.49,16.78,0.26,6.96,1.75,0.06,0.49,19.0,Good,4
Aizawl,2020-04-24,5.74,9.67,11.53,0.34,15.57,12.4,0.21,6.79,1.16,0.03,0.31,19.0,Good,4
Aizawl,2020-04-25,3.14,5.83,11.51,0.2,14.68,17.91,0.18,7.47,0.55,7.73,8.0,19.0,Good,4
Aizawl,2020-04-26,1.97,4.06,11.54,0.13,15.25,12.44,0.18,6.98,1.78,6.7,6.95,18.0,Good,4
Aizawl,2020-04-27,5.4,9.88,11.62,0.27,15.57,17.69,0.25,7.21,0.22,8.33,8.74,19.0,Good,4
Aizawl,2020-04-30,4.49,8.9,11.7,0.3,15.65,14.49,0.24,6.6,1.55,20.86,21.42,19.0,Good,4
Aizawl,2020-05-01,7.92,12.97,11.68,0.35,15.71,18.21,0.3,6.47,1.61,0.06,0.76,20.0,Good,5
Aizawl,2020-05-02,8.24,13.13,11.6,0.23,15.48,16.69,0.28,6.46,0.1,10.3,10.91,20.0,Good,5
Aizawl,2020-05-03,5.48,9.88,11.53,0.08,15.15,14.56,0.19,6.42,0.07,16.64,17.0,19.0,Good,5
Aizawl,2020-05-04,6.32,11.92,11.56,0.22,15.43,15.74,0.23,6.93,0.41,22.57,22.98,19.0,Good,5
Aizawl,2020-05-05,10.16,14.63,11.58,0.25,15.58,18.64,0.27,7.6,0.12,6.11,6.56,19.0,Good,5
Aizawl,2020-05-06,6.15,8.99,13.16,0.63,16.56,15.26,0.24,7.36,2.82,3.21,3.68,20.0,Good,5
Aizawl,2020-05-07,3.93,6.85,11.51,0.18,15.43,19.43,0.27,8.04,0.19,10.76,11.43,20.0,Good,5
Aizawl,2020-05-08,13.61,17.4,11.52,0.49,15.75,22.37,0.32,8.51,2.66,22.22,22.76,20.0,Good,5
Aizawl,2020-05-09,13.29,19.14,11.54,0.34,15.65,27.89,0.37,8.6,0.24,0.07,1.0,24.0,Good,5
Aizawl,2020-05-10,16.09,20.04,11.47,0.09,15.21,32.66,0.31,8.61,0.06,0.06,0.82,24.0,Good,5
Aizawl,2020-05-11,25.35,31.71,11.55,0.69,15.98,29.77,0.39,8.87,7.63,12.22,13.15,35.0,Good,5
Aizawl,2020-05-12,27.97,33.56,11.51,0.44,15.73,29.94,0.42,8.91,0.18,0.12,1.04,46.0,Good,5
Aizawl,2020-05-13,23.72,28.88,11.51,0.6,15.86,21.17,0.37,8.41,1.74,5.14,5.68,46.0,Good,5
Aizawl,2020-05-14,21.05,24.86,11.46,0.65,15.85,23.68,0.32,9.08,7.27,8.15,8.56,33.0,Good,5
Aizawl,2020-05-15,14.82,19.67,11.65,0.35,15.83,23.19,0.31,9.06,0.05,10.0,10.96,31.0,Good,5
Aizawl,2020-05-18,17.92,25.29,11.55,0.56,15.89,28.94,0.38,10.05,4.03,39.79,40.5,26.0,Good,5
Aizawl,2020-05-19,18.83,24.52,11.59,0.48,15.9,25.16,0.36,9.84,1.16,13.31,13.96,32.0,Good,5
Aizawl,2020-05-20,6.53,10.27,11.81,0.51,16.12,17.62,0.31,9.81,0.44,3.61,3.97,24.0,Good,5
Aizawl,2020-05-21,8.97,14.44,11.41,0.34,15.53,13.24,0.21,10.1,2.88,0.02,0.22,20.0,Good,5
Aizawl,2020-05-22,14.67,19.13,11.48,0.36,15.59,11.35,0.25,9.92,1.07,0.02,0.3,22.0,Good,5
Aizawl,2020-05-23,16.13,21.52,11.49,0.27,15.52,16.11,0.25,10.88,0.28,28.67,28.82,22.0,Good,5
Aizawl,2020-05-24,13.4,19.09,11.38,0.09,15.1,15.75,0.19,11.19,0.68,16.38,16.57,27.0,Good,5
Aizawl,2020-05-25,9.72,14.84,11.49,0.28,15.49,14.45,0.19,11.14,1.77,11.99,12.1,20.0,Good,5
Aizawl,2020-05-26,9.03,13.23,11.57,0.42,15.65,12.13,0.22,11.09,2.5,0.04,0.26,19.0,Good,5
Aizawl,2020-05-27,1.96,4.32,15.59,0.62,20.63,16.72,0.21,11.13,4.82,3.34,3.51,21.0,Good,5
Aizawl,2020-05-28,3.47,9.67,11.6,0.35,15.67,19.71,0.24,11.89,2.67,0.38,4.02,21.0,Good,5
Aizawl,2020-05-29,3.62,7.84,11.59,0.47,15.72,12.68,0.24,11.24,1.98,3.06,3.58,20.0,Good,5
Aizawl,2020-05-30,3.43,7.24,11.61,0.21,15.46,12.93,0.22,11.38,0.24,30.73,31.04,20.0,Good,5
Aizawl,2020-06-01,4.52,9.11,12.06,0.59,15.89,12.84,0.22,11.83,3.37,14.32,14.63,19.0,Good,6
Aizawl,2020-06-03,2.33,6.33,11.68,0.29,15.65,14.43,0.24,12.24,2.76,36.41,36.5,20.0,Good,6
Aizawl,2020-06-04,2.17,4.57,11.64,0.22,15.57,16.06,0.19,12.61,2.8,3.74,4.0,19.0,Good,6
Aizawl,2020-06-05,2.49,7.33,20.36,0.7,25.15,25.23,0.24,12.97,3.3,17.11,17.44,31.0,Good,6
Aizawl,2020-06-08,14.44,22.3,11.79,0.76,16.31,22.38,0.41,13.0,0.87,10.9,11.62,25.0,Good,6
Aizawl,2020-06-12,0.99,8.1,11.67,0.25,15.53,21.22,0.2,11.92,3.6,0.03,0.33,19.0,Good,6
Aizawl,2020-06-13,1.4,5.8,11.65,0.07,15.31,22.03,0.17,8.11,4.35,81.92,82.01,19.0,Good,6
Aizawl,2020-06-16,1.14,6.19,11.83,0.37,15.85,20.36,0.17,8.62,4.86,12.62,12.86,19.0,Good,6
Aizawl,2020-06-18,1.25,9.1,11.7,0.22,15.6,24.03,0.15,1.76,2.0,23.25,23.25,20.0,Good,6
Aizawl,2020-06-19,5.92,19.02,11.74,0.26,15.74,36.73,0.2,2.84,1.58,13.67,13.94,20.0,Good,6
Aizawl,2020-06-22,2.88,13.68,11.74,0.32,15.79,29.98,0.16,1.91,1.79,12.27,12.38,20.0,Good,6
Aizawl,2020-06-23,2.76,13.65,11.61,0.38,15.67,25.38,0.05,0.95,2.6,20.29,20.36,20.0,Good,6
Aizawl,2020-06-24,8.62,32.1,11.57,0.14,15.41,25.57,0.07,1.08,1.84,17.08,17.17,25.0,Good,6
Amaravati,2017-11-25,81.4,124.5,1.44,20.5,12.08,10.72,0.12,15.24,127.09,0.2,6.5,184.0,Moderate,11
Amaravati,2017-11-26,78.32,129.06,1.26,26.0,14.85,10.28,0.14,26.96,117.44,0.22,7.95,197.0,Moderate,11
Amaravati,2017-11-27,88.76,135.32,6.6,30.85,21.77,12.91,0.11,33.59,111.81,0.29,7.63,198.0,Moderate,11
Amaravati,2017-11-28,64.18,104.09,2.56,28.07,17.01,11.42,0.09,19.0,138.18,0.17,5.02,188.0,Moderate,11
Amaravati,2017-11-29,72.47,114.84,5.23,23.2,16.59,12.25,0.16,10.55,109.74,0.21,4.71,173.0,Moderate,11
Amaravati,2017-11-30,69.8,114.86,4.69,20.17,14.54,10.95,0.12,14.07,118.09,0.16,3.52,165.0,Moderate,11
Amaravati,2017-12-01,73.96,113.56,4.58,19.29,13.97,10.95,0.1,13.9,123.8,0.17,2.85,191.0,Moderate,12
Amaravati,2017-12-02,89.9,140.2,7.71,26.19,19.87,13.12,0.1,19.37,128.73,0.25,2.79,191.0,Moderate,12
Amaravati,2017-12-03,87.14,130.52,0.97,21.31,12.12,14.36,0.15,11.41,114.8,0.23,3.82,227.0,Poor,12
Amaravati,2017-12-04,84.64,125.0,4.02,26.98,17.58,14.41,0.18,9.84,112.41,0.31,3.53,168.0,Moderate,12
Amaravati,2017-12-05,88.36,121.77,3.7,20.23,13.75,13.72,0.12,14.02,117.93,0.24,2.92,198.0,Moderate,12
Amaravati,2017-12-06,96.83,139.36,1.6,25.65,14.99,15.12,0.11,16.54,117.21,0.29,4.45,201.0,Poor,12
Amaravati,2017-12-07,117.46,181.64,4.26,41.1,25.32,17.34,0.13,28.79,94.63,0.36,6.21,252.0,Poor,12
Amaravati,2017-12-08,122.88,208.86,5.56,54.87,33.71,17.96,0.27,22.97,68.6,0.36,6.28,310.0,Very Poor,12
Amaravati,2017-12-09,74.28,141.22,6.1,44.97,28.88,15.73,0.09,21.9,60.62,0.26,4.79,196.0,Moderate,12
Amaravati,2017-12-10,50.32,102.77,1.73,33.85,19.41,12.56,0.1,13.65,68.15,0.2,4.29,132.0,Moderate,12
Amaravati,2017-12-11,58.47,115.27,4.93,41.64,26.15,15.2,0.16,18.37,73.75,0.23,5.51,147.0,Moderate,12
Amaravati,2017-12-12,89.35,131.48,7.97,42.1,28.88,21.24,0.24,7.42,44.67,0.28,7.01,179.0,Moderate,12
Amaravati,2017-12-13,64.42,99.74,7.2,34.78,24.36,17.63,0.15,5.81,50.16,0.24,6.11,145.0,Moderate,12
Amaravati,2017-12-14,69.4,98.94,5.81,29.97,20.67,19.34,0.14,5.8,55.0,0.23,5.09,115.0,Moderate,12
Amaravati,2017-12-15,71.07,109.65,4.19,25.0,16.7,16.0,0.1,8.33,79.04,0.18,3.45,140.0,Moderate,12
Amaravati,2017-12-16,79.76,129.81,8.77,40.92,28.84,15.56,0.17,8.51,73.17,0.24,4.41,156.0,Moderate,12
Amaravati,2017-12-17,108.06,167.62,7.29,47.05,30.94,18.52,0.08,16.05,70.74,0.31,4.32,225.0,Poor,12
Amaravati,2017-12-18,100.75,172.04,7.63,53.94,33.45,18.49,0.11,14.05,59.2,0.26,3.77,251.0,Poor,12
Amaravati,2017-12-19,106.25,171.56,2.74,43.09,21.78,19.66,0.13,15.45,66.9,0.28,3.13,228.0,Poor,12
Amaravati,2017-12-20,83.79,141.83,6.77,47.47,30.74,17.37,0.3,13.35,77.54,0.29,3.7,223.0,Poor,12
Amaravati,2017-12-21,79.98,147.74,7.02,49.55,32.07,17.28,0.14,13.58,79.71,0.33,3.95,170.0,Moderate,12
Amaravati,2017-12-22,76.27,152.59,7.51,56.0,35.9,19.53,0.15,29.88,56.97,0.29,4.44,165.0,Moderate,12
Amaravati,2017-12-23,86.5,147.95,5.24,42.0,26.6,20.78,0.15,11.85,73.09,0.31,3.9,159.0,Moderate,12
Amaravati,2017-12-24,100.62,167.75,3.75,47.68,28.41,23.68,0.22,10.85,62.78,0.34,4.81,232.0,Poor,12
Amaravati,2017-12-25,110.73,171.47,1.69,31.06,17.89,21.66,0.1,12.23,76.07,0.33,3.96,242.0,Poor,12
Amaravati,2017-12-26,107.7,170.21,4.97,43.54,27.2,22.52,0.17,18.07,64.6,0.33,4.01,274.0,Poor,12
Amaravati,2017-12-27,104.81,192.2,9.59,63.48,41.57,21.06,0.23,17.01,63.87,0.38,4.1,259.0,Poor,12
Amaravati,2017-12-28,89.95,175.16,10.95,64.53,43.23,18.87,0.27,15.52,62.49,0.36,4.12,225.0,Poor,12
Amaravati,2017-12-29,74.58,138.6,6.14,46.65,29.81,18.2,0.17,9.47,67.11,0.32,3.76,177.0,Moderate,12
Amaravati,2017-12-30,56.68,109.33,4.6,33.26,21.44,16.86,0.1,8.26,66.91,0.25,3.28,120.0,Moderate,12
Amaravati,2017-12-31,61.03,131.62,5.51,39.5,25.49,17.82,0.08,11.45,61.91,0.33,4.16,120.0,Moderate,12
Amaravati,2018-01-01,59.03,108.83,3.45,23.36,15.23,18.03,0.09,26.05,87.55,0.23,3.2,120.0,Moderate,1
Amaravati,2018-01-02,61.88,109.82,3.87,23.14,15.45,19.57,0.09,12.81,81.38,0.2,3.84,132.0,Moderate,1
Amaravati,2018-01-03,71.57,137.48,5.01,39.99,25.36,25.61,0.09,16.82,80.3,0.24,6.55,136.0,Moderate,1
Amaravati,2018-01-04,92.44,174.75,5.84,53.79,33.36,19.45,0.11,16.93,71.09,0.3,7.23,182.0,Moderate,1
Amaravati,2018-01-05,92.9,162.69,6.38,56.39,35.19,21.02,0.08,23.11,68.79,0.29,7.88,222.0,Poor,1
Amaravati,2018-01-06,85.15,151.97,11.05,61.55,41.72,18.71,0.07,11.86,90.8,0.26,7.14,230.0,Poor,1
Amaravati,2018-01-07,81.47,145.68,6.45,46.9,30.18,20.18,0.07,9.63,96.49,0.25,7.26,224.0,Poor,1
Amaravati,2018-01-08,81.58,132.66,3.97,34.93,21.81,21.59,0.09,12.81,118.91,0.29,6.16,217.0,Poor,1
Amaravati,2018-01-09,79.56,146.64,4.44,37.58,23.6,17.71,0.05,17.77,137.61,0.05,1.1,230.0,Poor,1
Amaravati,2018-01-10,87.43,155.95,3.9,37.31,23.02,22.35,0.1,13.4,121.72,0.1,1.93,229.0,Poor,1
Amaravati,2018-01-11,87.33,153.97,3.95,42.52,25.82,23.66,0.08,35.39,106.17,0.22,6.61,229.0,Poor,1
Amaravati,2018-01-12,110.39,182.54,4.54,52.24,31.49,24.74,0.04,36.01,82.2,0.28,8.48,235.0,Poor,1
Amaravati,2018-01-13,77.51,125.01,3.85,36.41,22.49,20.06,0.05,14.36,72.16,0.19,7.12,214.0,Poor,1
Amaravati,2018-01-14,86.96,129.99,3.65,28.32,18.03,21.23,0.05,4.83,62.6,0.23,6.93,186.0,Moderate,1
Amaravati,2018-01-15,76.29,115.53,2.96,21.35,13.75,20.38,0.05,8.75,69.99,0.18,7.71,172.0,Moderate,1
Amaravati,2018-01-16,67.06,100.34,3.22,20.25,13.29,18.78,0.06,4.7,54.92,0.15,6.52,138.0,Moderate,1
Amaravati,2018-01-17,68.34,104.45,3.71,26.26,16.99,20.29,0.06,6.43,45.63,0.15,6.54,125.0,Moderate,1
Amaravati,2018-01-18,66.28,117.3,7.36,45.13,29.99,21.68,0.05,7.21,45.97,0.19,6.81,132.0,Moderate,1
Amaravati,2018-01-19,64.98,116.14,6.98,45.4,29.83,21.32,0.06,8.83,50.28,0.18,6.79,111.0,Moderate,1
Amaravati,2018-01-20,75.46,132.84,9.56,56.53,37.84,21.88,0.13,30.48,51.98,0.2,6.58,137.0,Moderate,1
Amaravati,2018-01-21,81.58,141.85,4.99,38.15,24.35,19.33,0.05,11.04,59.76,0.16,5.83,172.0,Moderate,1
Amaravati,2018-01-22,78.27,142.86,5.98,45.36,29.01,19.12,0.06,10.32,58.53,0.16,5.57,160.0,Moderate,1
Amaravati,2018-01-23,79.01,138.14,6.16,45.43,29.17,20.29,0.06,10.18,58.04,0.18,5.76,163.0,Moderate,1
Amaravati,2018-01-24,77.98,137.31,5.09,44.96,28.04,21.11,0.06,7.22,50.69,0.17,6.37,165.0,Moderate,1
Amaravati,2018-01-25,77.96,155.73,8.4,59.92,38.7,23.45,0.06,31.01,40.77,0.18,7.39,139.0,Moderate,1
Amaravati,2018-01-26,79.04,143.38,6.19,43.61,28.23,26.0,0.08,8.67,45.46,0.19,7.14,176.0,Moderate,1
Amaravati,2018-01-27,77.78,131.14,6.1,43.84,28.33,26.3,0.09,7.62,43.26,0.18,6.61,162.0,Moderate,1
Amaravati,2018-01-28,76.48,131.86,4.06,33.37,21.04,22.05,0.06,7.49,45.71,0.16,4.43,160.0,Moderate,1
Amaravati,2018-01-29,74.2,135.97,4.3,35.82,22.55,20.24,0.07,12.16,53.0,0.15,4.24,142.0,Moderate,1
Amaravati,2018-01-30,78.23,140.66,5.36,45.76,28.7,21.73,0.05,12.45,45.35,0.19,4.83,172.0,Moderate,1
Amaravati,2018-01-31,68.53,147.48,8.28,61.52,39.46,19.74,0.04,23.68,37.99,0.18,5.11,134.0,Moderate,1
Amaravati,2018-02-01,62.08,152.59,10.08,62.18,41.29,19.42,0.05,8.97,34.93,0.16,4.65,136.0,Moderate,2
Amaravati,2018-02-02,50.64,130.36,6.48,45.52,29.49,19.89,0.07,10.61,40.57,0.18,3.9,130.0,Moderate,2
Amaravati,2018-02-03,44.21,119.52,3.63,34.37,21.23,23.31,0.07,5.86,31.73,0.09,3.54,111.0,Moderate,2
Amaravati,2018-02-04,50.71,115.65,7.91,35.16,25.13,11.19,0.06,8.16,32.58,0.13,3.19,117.0,Moderate,2
Amaravati,2018-02-05,42.27,100.54,4.95,30.69,20.33,13.4,0.66,8.99,32.18,0.12,2.8,102.0,Moderate,2
Amaravati,2018-02-06,39.41,101.1,3.21,28.53,17.83,17.9,0.81,5.86,28.72,0.12,3.07,108.0,Moderate,2
Amaravati,2018-02-07,50.56,116.89,6.93,37.27,25.44,11.05,0.97,5.25,23.36,0.08,2.3,99.0,Satisfactory,2
Amaravati,2018-02-08,50.54,120.05,2.91,26.96,16.74,13.02,0.9,17.9,36.66,0.1,2.28,121.0,Moderate,2
Amaravati,2018-02-09,26.22,62.82,2.24,20.1,12.54,12.32,0.61,8.25,23.74,0.07,3.07,86.0,Satisfactory,2
Amaravati,2018-02-10,31.83,66.74,2.76,16.83,11.14,11.9,0.61,5.87,24.72,0.05,2.64,57.0,Satisfactory,2
Amaravati,2018-02-11,70.26,112.29,0.4,11.87,6.57,13.05,0.62,7.29,31.4,0.06,2.1,107.0,Moderate,2
Amaravati,2018-02-12,59.47,99.73,0.54,12.85,7.18,11.94,0.68,7.62,30.57,0.04,1.88,118.0,Moderate,2
Amaravati,2018-02-13,58.71,99.04,0.41,13.88,7.62,11.99,0.86,6.89,36.2,0.12,1.84,110.0,Moderate,2
Amaravati,2018-02-14,56.29,107.96,0.25,16.71,9.02,10.89,0.95,12.91,48.39,0.16,2.37,114.0,Moderate,2
Amaravati,2018-02-15,50.41,118.62,1.68,25.6,15.01,20.24,0.69,11.81,33.46,0.17,3.82,111.0,Moderate,2
Amaravati,2018-02-16,57.53,128.81,1.94,25.03,14.88,33.72,0.78,25.39,31.15,0.15,3.02,117.0,Moderate,2
Amaravati,2018-02-17,43.82,97.19,1.45,16.01,9.45,22.52,0.67,17.62,27.62,0.09,2.52,107.0,Moderate,2
Amaravati,2018-02-18,42.71,80.24,15.9,17.35,22.25,24.68,0.49,9.53,30.68,0.1,3.09,87.0,Satisfactory,2
Amaravati,2018-02-19,54.73,94.12,3.49,12.79,9.73,22.79,0.58,8.21,30.21,0.08,2.23,89.0,Satisfactory,2
Amaravati,2018-02-20,50.91,99.84,4.55,16.33,12.39,23.18,0.64,10.34,26.24,0.1,2.51,97.0,Satisfactory,2
Amaravati,2018-02-21,38.5,106.7,4.5,16.82,12.69,19.54,0.58,11.02,26.62,0.1,2.68,100.0,Satisfactory,2
Amaravati,2018-02-22,32.21,107.43,7.39,17.33,15.32,18.13,0.6,11.81,24.84,0.12,3.28,105.0,Moderate,2
Amaravati,2018-02-23,35.36,107.25,6.13,17.75,14.52,16.57,0.85,10.87,23.99,0.09,2.92,114.0,Moderate,2
Amaravati,2018-02-24,59.65,127.26,8.21,19.14,16.94,20.46,0.7,10.82,21.64,0.16,2.67,116.0,Moderate,2
Amaravati,2018-02-27,39.52,113.31,19.35,21.18,27.0,18.5,0.81,15.02,18.8,0.15,2.65,116.0,Moderate,2
Amaravati,2018-02-28,43.08,116.06,5.34,19.02,14.54,22.46,0.79,22.7,25.64,0.09,2.16,108.0,Moderate,2
Amaravati,2018-03-01,38.1,97.0,7.1,22.21,17.68,19.27,0.79,13.89,22.73,0.06,2.12,100.0,Satisfactory,3
Amaravati,2018-03-02,33.08,83.16,5.37,18.83,14.38,14.52,0.72,8.98,23.63,0.05,2.04,92.0,Satisfactory,3
Amaravati,2018-03-03,29.7,77.45,4.45,17.33,13.01,12.72,0.65,9.71,29.26,0.05,1.85,80.0,Satisfactory,3
Amaravati,2018-03-04,38.67,82.67,4.45,22.81,15.74,12.41,0.66,12.63,22.9,0.06,2.18,88.0,Satisfactory,3
Amaravati,2018-03-05,30.04,83.07,11.58,24.74,22.65,12.52,0.78,8.98,17.81,0.05,1.91,83.0,Satisfactory,3
Amaravati,2018-03-06,39.72,103.81,19.66,26.29,30.06,14.03,0.81,9.68,17.53,0.11,2.46,100.0,Satisfactory,3
Amaravati,2018-03-07,38.21,78.95,5.71,19.03,14.85,14.15,0.75,8.03,22.81,0.05,2.19,81.0,Satisfactory,3
Amaravati,2018-03-08,58.31,124.64,11.93,28.85,25.14,14.0,1.03,10.21,22.24,0.12,2.38,112.0,Moderate,3
Amaravati,2018-03-09,62.49,113.56,8.08,22.65,18.7,16.53,0.91,12.68,26.26,0.09,2.18,113.0,Moderate,3
Amaravati,2018-03-10,49.04,102.46,5.75,19.92,15.26,14.09,0.64,6.82,26.52,0.1,2.5,105.0,Moderate,3
Amaravati,2018-03-11,41.67,80.09,2.74,13.08,9.19,13.51,0.78,8.35,30.38,0.11,2.08,88.0,Satisfactory,3
Amaravati,2018-03-12,32.44,75.3,6.01,19.07,15.02,12.65,0.68,7.75,21.52,0.09,2.72,78.0,Satisfactory,3
Amaravati,2018-03-13,26.43,80.85,10.73,20.82,19.8,11.64,0.72,9.43,16.52,0.08,2.24,78.0,Satisfactory,3
Amaravati,2018-03-14,25.08,60.67,7.17,15.22,13.94,14.1,0.56,8.63,13.8,0.05,2.19,69.0,Satisfactory,3
Amaravati,2018-03-15,26.09,63.05,4.9,10.42,9.51,10.74,0.58,11.33,21.38,0.02,1.26,60.0,Satisfactory,3
Amaravati,2018-03-16,16.62,39.94,4.9,8.18,8.43,11.53,0.58,6.37,12.68,0.01,1.52,51.0,Satisfactory,3
Amaravati,2018-03-17,49.58,82.95,4.98,19.05,14.27,13.47,0.7,12.47,20.32,0.09,2.18,61.0,Satisfactory,3
Amaravati,2018-03-18,43.52,80.01,6.41,20.43,16.16,13.75,0.8,10.57,23.36,0.12,2.6,90.0,Satisfactory,3
Amaravati,2018-03-19,39.83,76.09,4.63,14.37,11.5,13.34,0.7,8.89,23.13,0.09,2.71,74.0,Satisfactory,3
Amaravati,2018-03-20,36.89,76.61,6.62,18.83,15.39,13.96,0.57,7.04,13.58,0.06,2.88,76.0,Satisfactory,3
Amaravati,2018-03-22,52.69,94.25,4.69,14.44,11.58,15.35,0.59,16.81,19.03,0.01,1.48,92.0,Satisfactory,3
Amaravati,2018-03-23,46.48,95.41,4.35,14.79,11.5,15.02,0.6,15.55,21.04,0.03,1.62,93.0,Satisfactory,3
